time,temperature,pressure,humidity
00:00:01,27.740458555156145,1009.1650699570745,59.08449377957497
00:10:01,27.747074377426383,1009.2659038368381,58.43025586802985
00:20:01,27.730377303136994,1009.2205972249785,58.57621983373197
00:30:02,27.72974722492445,1009.2398070450669,57.82410268804135
00:40:01,27.724706599387808,1009.4188364991578,57.977297325095904
00:50:01,27.701078671064373,1009.5898931368822,58.13379580262023
01:00:01,27.664849193388726,1009.5197881365752,58.63610483162887
01:10:01,27.659493532747025,1009.4650451550007,58.32213883264774
01:20:01,27.634605467017174,1009.336509770682,58.10818504157148
01:30:01,27.611607640434908,1009.2449947656933,58.55518387660509
01:40:01,27.622318956171533,1009.5099380696087,58.98938070694141
01:50:02,27.62326407232904,1009.5453437863669,59.262831511521476
02:00:01,27.63303027322238,1009.8424878440413,59.00785823545727
02:10:01,27.662328882457587,1009.8974343503655,58.26554125988323
02:20:01,27.652877717113824,1009.7174191133598,58.82819936595752
02:30:02,27.622949033608734,1009.5971935002761,58.66485735144508
02:40:01,27.63681073837763,1009.6461340932782,58.21099804852447
02:50:01,27.64468670797687,1009.7626248768581,59.66421347709904
03:00:01,27.63586562207347,1009.6715639831059,59.38974980203378
03:10:02,27.621058801310777,1009.825488251879,59.71803834548122
03:20:01,27.64311151400018,1009.9762550897929,59.70955532261451
03:30:01,27.631770118207008,1010.0549607226012,59.85039545453202
03:40:01,27.630194924463375,1010.283796486263,57.97660610050978
03:50:02,27.625784382132405,1010.3793693332677,59.34287779951219
04:00:01,27.62987988571806,1010.5705465289901,59.00175363854472
04:10:01,27.612552756476454,1010.4092190705007,59.07921974628155
04:20:01,27.62672949832743,1010.556730161257,58.98425990299428
04:30:02,27.609717408382515,1010.6325221513292,59.88733534913926
04:40:01,27.610662524403597,1010.737214985627,59.82483783108866
04:50:01,27.596485785161736,1010.7840337769828,59.23655655486974
05:00:01,27.567502236542918,1010.8546218821125,60.109446514564056
05:10:02,27.555215735141246,1010.8962049734787,60.03382340398611
05:20:01,27.5719127759294,1010.8959335167795,59.45538534024522
05:30:01,27.554900696666504,1010.8720117659473,60.500487989315
05:40:01,27.545449542952905,1011.0096697496576,60.35125700569781
05:50:02,27.54733977361377,1011.1497591764763,60.11815713415615
06:00:01,27.53694350548549,1011.3026977353272,60.39565394750671
06:10:01,27.572857891541208,1011.3723769698005,58.70393164760424
06:20:01,27.58325416394639,1011.3326476084997,59.2006658792228
06:30:02,27.64185135883929,1011.2551001907601,58.62743548926552
06:40:01,27.704859139166388,1011.1715202180781,58.53874584716511
06:50:01,27.799055855566348,1011.1883903480999,57.75315765077427
07:00:01,27.87151493734309,1011.2628576146349,57.574287154649
07:10:02,28.0501425827719,1011.2510797212335,57.19207217026842
07:20:01,28.25176858285379,1011.2563528849548,56.527049078727785
07:30:01,28.55389341401178,1011.224486207248,55.56519973140981
07:40:01,28.66069274417971,1011.1541786258425,55.57255373142336
07:50:02,28.626038079953855,1011.1137832474379,55.21980047464638
08:00:01,28.55798896113722,1011.1062199349307,55.7199262868379
08:10:01,28.541291731753972,1011.0811691177719,56.15194015985895
08:20:01,28.599259485201127,1011.2509789728662,55.41079118370152
08:30:02,28.633284054063644,1011.3546324668113,55.80343080279504
08:40:01,28.629188503405953,1011.3070326661183,55.55156012966718
08:50:01,28.651556513184914,1011.277422579824,55.51430189431147
09:00:01,28.64021498638358,1011.4087553371322,55.638606360170805
09:10:02,28.594848893912058,1011.5548993037746,55.97578423339598
09:20:01,28.561139382133682,1011.5634757477238,55.72031281938708
09:30:01,28.590123260635323,1011.4791458448968,55.64960788970301
09:40:01,28.6143815141696,1011.3359765593464,55.869657867039095
09:50:02,28.710469467773898,1011.2169401913244,55.17863323347813
10:00:01,28.815693774351008,1011.2082013417014,55.36289287743953
10:10:01,28.909261602596324,1011.0525608372461,55.21993196537308
10:20:01,28.936670379355405,1011.2092985961286,55.30902465950942
10:30:01,28.94549159669443,1010.9702925509752,54.92128382375473
10:40:01,28.954312814924766,1010.8413592131909,56.10011385641046
10:50:01,28.982036649451242,1010.8021725123778,55.33741726312883
11:00:01,28.97731099521634,1010.8398565372142,55.291098541284896
11:10:02,28.980146387726585,1010.8616181277138,56.51487428810793
11:20:01,28.986132216661737,1010.5940561052589,55.57806324463154
11:30:01,28.237276698566006,1010.328361193284,52.66545170561148
11:40:01,27.616963298138945,1010.4353202730949,52.29674510597995
11:50:02,27.36146728782171,1010.2349658405041,51.73686715618178
12:00:01,27.316731935072333,1010.0658674669969,53.87536440792634
12:10:01,27.320512386530595,1010.0469701622803,54.50838141165106
12:20:02,27.31421163419111,1009.9686771385785,55.578713675252565
12:30:01,27.325237951083636,1010.0837328543988,55.92184123482007
12:40:01,27.31421163419111,1009.8588890594411,55.84643340426348
12:50:01,27.30728080714291,1009.7068981517539,55.43545252492143
13:00:01,27.370918421617375,1009.7240332573252,56.235079637188186
13:10:01,27.344770287283247,1009.6457334182866,55.553979943035905
13:20:01,27.279557504452555,1009.5262708646248,55.05608899110293
13:30:01,27.121723869374545,1009.3690423128178,53.64136996101825
13:40:02,26.992243794982663,1009.39173159747,51.7801487172857
13:50:01,26.927661347907268,1009.509657710488,52.71277599066568
14:00:01,26.994134013665484,1009.4692289582558,54.127423688990824
14:10:01,26.99885956055159,1009.6038885380888,54.953638790904165
14:20:02,27.034143652053263,1009.6065723953722,54.61057900454013
14:30:01,27.059031546600295,1009.6236274928499,54.84136585067877
14:40:01,27.115108094494666,1009.5080558214972,55.47456341112785
14:50:01,27.03760905466627,1009.686758146247,54.257919174872306
15:00:02,27.063757096999325,1009.6890785470006,54.397741988975916
15:10:01,27.09022018396099,1009.744274228312,55.39749412253379
15:20:01,27.279242466972573,1009.4953337134913,55.17568191852769
15:30:01,27.252464285329392,1009.6541027664418,53.50299439512791
15:40:02,27.2827078793149,1009.5654128146249,51.950254467460034
15:50:01,27.17685534620416,1009.6199408034158,50.347216519171155
16:00:01,27.0883299631977,1009.5772778141902,49.62449741502924
16:10:01,27.055881179809717,1009.7550185668043,49.75780920176063
16:20:01,27.01681664105165,1009.93835055507,50.528950092216824
16:30:01,27.044854896937977,1009.9844231595958,51.1021806933984
16:40:01,27.122038906286093,1010.004461802937,51.99451306017162
16:50:01,26.93900265222801,1010.0843319899526,53.391907266279446
17:00:02,27.06249695020124,1009.9334336923894,53.372302127087465
17:10:01,26.881351037222363,1009.8730219765052,53.17439624663057
17:20:01,26.922935804875145,1009.7632477424952,53.20776252158783
17:30:01,26.95286424839869,1009.9458935362558,53.308110061845454
17:40:01,26.9534943210042,1009.8490586381856,53.985896886752386
17:50:02,26.96861606490065,1009.8916975198341,53.92505927091554
18:00:01,26.95443942992099,1009.9198795631813,54.213782241686665
18:10:01,26.78463502542736,1010.0576096341531,53.19149395718523
18:20:01,26.792195882423492,1010.0873693665966,53.7901776364849
18:30:02,26.818658887066796,1010.1746551798911,53.992578123253644
18:40:01,26.778334311764137,1010.2190098414029,53.77714366715759
18:50:01,26.81015292041377,1010.4656346703368,53.71830368782083
19:00:01,26.748720963638334,1010.5465517684927,53.67115998904267
19:10:02,26.76447274330576,1010.7134757731023,53.54209679793788
19:20:01,26.81519349314515,1010.8134605777118,53.31466193665574
19:30:01,26.97901226534889,1010.819325359635,57.76818690316236
19:40:01,27.174965123565038,1010.7751591145081,59.95504130735276
19:50:01,27.384465048508808,1010.6204382354422,61.06935514471802
20:00:01,27.613497872528228,1010.5899561438906,60.80427061518863
20:10:01,27.76975720044486,1010.6127687002696,60.06792339362265
20:20:01,27.937673281923434,1010.5691150027266,59.28682917534044
20:30:01,28.063059234441972,1010.6051008064818,58.2771274125803
20:40:01,28.201046998371112,1010.5914517250962,58.60850044053882
20:50:01,28.28988855083626,1010.6479927608068,58.4431526933534
21:00:01,28.351321592115916,1010.6933799187325,57.33846168674746
21:10:02,28.430081964687112,1010.6413555397261,57.20000820385464
21:20:01,28.47859838955667,1010.4582756095987,57.24036957126181
21:30:01,28.525224589513368,1010.4597909655124,56.235614257979634
21:40:01,28.531525429255293,1010.41635970828,56.904482246361006
21:50:01,28.54160677378825,1010.282895720838,56.511752109512145
22:00:01,28.509787534067527,1010.2321340915212,57.04448870486187
22:10:01,28.535936017345215,1010.2190902724568,56.81938910294985
22:20:01,28.540031563628236,1010.2802151842579,57.253821338326986
22:30:01,28.569960561528593,1010.3108364711347,56.83506593867898
22:40:01,28.590753345057443,1010.3072921691695,56.94045417277992
22:50:01,28.60020461193492,1010.3064497808138,57.284245254517906
23:00:01,28.58004191049988,1010.3347619541939,56.699276945465115
